ORDERNUMBER,QUANTITYORDERED,PRICEEACH,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,CITY,STATE,POSTALCODE,COUNTRY,CONTACTLASTNAME,CONTACTFIRSTNAME
10358,20,100,2428,12/10/2004 0:00,Shipped   ,4,12,2004,Classic Cars,S18_2238,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10371,25,100,2602.2,1/23/2005 0:00 ,Shipped   ,1,1,2005,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10382,25,88,2200,2/17/2005 0:00 ,Shipped   ,1,2,2005,Classic Cars,S18_2238,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10412,41,100,6712.9,5/3/2005 0:00  ,Shipped   ,2,5,2005,Classic Cars,S18_2238,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10425,28,100,5318,5/31/2005 0:00 ,In Process,2,5,2005,Classic Cars,S18_2238,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10100,50,67.8,3390,1/6/2003 0:00  ,Shipped   ,1,1,2003,Vintage Cars,S18_2248,Online Diecast Creations Co.  ,6035558647      ,2304 Long Airport Avenue                ,Nashua        ,NH        ,62005   ,USA          ,Young     ,Valarie  
10110,32,50.2,1608,3/18/2003 0:00 ,Shipped   ,1,3,2003,Vintage Cars,S18_2248,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10124,42,53.9,2263,5/21/2003 0:00 ,Shipped   ,2,5,2003,Vintage Cars,S18_2248,Signal Gift Stores            ,7025551838      ,8489 Strong St.                         ,Las Vegas     ,NV        ,83030   ,USA          ,King      ,Sue      
10149,24,62.4,1496.6,9/12/2003 0:00 ,Shipped   ,3,9,2003,Vintage Cars,S18_2248,Signal Collectibles Ltd.      ,4155554312      ,2793 Furth Circle                       ,Brisbane      ,CA        ,94217   ,USA          ,Taylor    ,Sue      
10162,27,69.6,1879.7,10/18/2003 0:00,Shipped   ,4,10,2003,Vintage Cars,S18_2248,Corporate Gift Ideas Co.      ,6505551386      ,7734 Strong St.                         ,San Francisco ,CA        ,,USA          ,Brown     ,Julie    
10173,26,57.5,1495.3,11/5/2003 0:00 ,Shipped   ,4,11,2003,Vintage Cars,S18_2248,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10182,38,61.1,2323.7,11/12/2003 0:00,Shipped   ,4,11,2003,Vintage Cars,S18_2248,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10193,42,59.3,2491.9,11/21/2003 0:00,Shipped   ,4,11,2003,Vintage Cars,S18_2248,"Australian Collectables, Ltd  ",61-9-3844-6555  ,7 Allen Street                          ,Glen Waverly  ,Victoria  ,3150    ,Australia    ,Connery   ,Sean     
10204,23,71.4,1643.1,12/2/2003 0:00 ,Shipped   ,4,12,2003,Vintage Cars,S18_2248,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10214,21,63,1322.2,1/26/2004 0:00 ,Shipped   ,1,1,2004,Vintage Cars,S18_2248,"Corrida Auto Replicas, Ltd    ",(91) 555 22 82  ,"C/ Araquil, 67                          ",Madrid        ,,28023   ,Spain        ,Sommer    ,Mart¡n   
10227,28,50.9,1423.8,3/2/2004 0:00  ,Shipped   ,1,3,2004,Vintage Cars,S18_2248,"Saveley & Henriot, Co.        ",78.32.5555      ,"2, rue du Commerce                      ",Lyon          ,,69004   ,France       ,Saveley   ,Mary     
10241,33,72.7,2397.4,4/13/2004 0:00 ,Shipped   ,2,4,2004,Vintage Cars,S18_2248,Mini Caravy                   ,88.60.1555      ,"24, place Kl‚ber                        ",Strasbourg    ,,67000   ,France       ,Citeaux   ,Fr�d�riqu
10280,25,63,1574,8/17/2004 0:00 ,Shipped   ,3,8,2004,Vintage Cars,S18_2248,Amica Models & Co.            ,011-4988555     ,Via Monte Bianco 34                     ,Torino        ,,10100   ,Italy        ,Accorti   ,Paolo    
10288,28,61.8,1729,9/1/2004 0:00  ,Shipped   ,3,9,2004,Vintage Cars,S18_2248,Handji Gifts& Co              ,+65 224 1555    ,Village Close - 106 Linden Road Sandown ,Singapore     ,,069045  ,Singapore    ,Victorino ,Wendy    
10303,46,49,2255.8,10/6/2004 0:00 ,Shipped   ,4,10,2004,Vintage Cars,S18_2248,"Iberia Gift Imports, Corp.    ",(95) 555 82 82  ,"C/ Romero, 33                           ",Sevilla       ,,41101   ,Spain        ,Roel      ,Jos� Pedr
10312,30,61.1,1834.5,10/21/2004 0:00,Shipped   ,4,10,2004,Vintage Cars,S18_2248,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10332,38,84.2,3201.5,11/17/2004 0:00,Shipped   ,4,11,2004,Vintage Cars,S18_2248,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10344,40,56.9,2276.4,11/25/2004 0:00,Shipped   ,4,11,2004,Vintage Cars,S18_2248,Marseille Mini Autos          ,91.24.4555      ,"12, rue des Bouchers                    ",Marseille     ,,13008   ,France       ,Lebihan   ,Laurence 
10367,45,100,8884.8,1/12/2005 0:00 ,Resolved  ,1,1,2005,Vintage Cars,S18_2248,Toys4GrownUps.com             ,6265557265      ,78934 Hillside Dr.                      ,Pasadena      ,CA        ,90003   ,USA          ,Young     ,Julie    
10379,27,49.3,1331.1,2/10/2005 0:00 ,Shipped   ,1,2,2005,Vintage Cars,S18_2248,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10407,42,72.7,3051.3,4/22/2005 0:00 ,On Hold   ,2,4,2005,Vintage Cars,S18_2248,The Sharp Gifts Warehouse     ,4085553659      ,3086 Ingle Ln.                          ,San Jose      ,CA        ,94217   ,USA          ,Frick     ,Sue      
10420,36,63.6,2288.5,5/29/2005 0:00 ,In Process,2,5,2005,Vintage Cars,S18_2248,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10104,29,100,3772.6,1/31/2003 0:00 ,Shipped   ,1,1,2003,Trucks and B,S18_2319,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10114,39,100,4164.4,4/1/2003 0:00  ,Shipped   ,2,4,2003,Trucks and B,S18_2319,"La Corne D'abondance, Co.     ",(1) 42.34.2555  ,"265, boulevard Charonne                 ",Paris         ,,75012   ,France       ,Bertrand  ,Marie    
10127,45,100,6295.9,6/3/2003 0:00  ,Shipped   ,2,6,2003,Trucks and B,S18_2319,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10141,47,100,6287.7,8/1/2003 0:00  ,Shipped   ,3,8,2003,Trucks and B,S18_2319,Suominen Souveniers           ,+358 9 8045 555 ,"Software Engineering Center, SEC Oy     ",Espoo         ,,FIN-0227,Finland      ,Suominen  ,Kalle    
10151,49,100,5412.5,9/21/2003 0:00 ,Shipped   ,3,9,2003,Trucks and B,S18_2319,"Oulu Toy Supplies, Inc.       ",981-443655      ,Torikatu 38                             ,Oulu          ,,90110   ,Finland      ,Koskitalo ,Pirkko   
10165,46,100,5984.1,10/22/2003 0:00,Shipped   ,4,10,2003,Trucks and B,S18_2319,"Dragon Souveniers, Ltd.       ",+65 221 7555    ,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye    ",Singapore     ,,079903  ,Singapore    ,Natividad ,Eric     
10175,48,100,5891,11/6/2003 0:00 ,Shipped   ,4,11,2003,Trucks and B,S18_2319,"Stylish Desk Decors, Co.      ",(171) 555-0297  ,35 King George                          ,London        ,,WX3 6FW ,UK           ,Brown     ,Ann      
10184,46,100,5984.1,11/14/2003 0:00,Shipped   ,4,11,2003,Trucks and B,S18_2319,"Iberia Gift Imports, Corp.    ",(95) 555 82 82  ,"C/ Romero, 33                           ",Sevilla       ,,41101   ,Spain        ,Roel      ,Jos� Pedr
10195,35,100,3608.2,11/25/2003 0:00,Shipped   ,4,11,2003,Trucks and B,S18_2319,Mini Classics                 ,9145554562      ,3758 North Pendale Street               ,White Plains  ,NY        ,24067   ,USA          ,Frick     ,Steve    
10207,43,100,5752.5,12/9/2003 0:00 ,Shipped   ,4,12,2003,Trucks and B,S18_2319,Diecast Collectables          ,6175552555      ,6251 Ingle Ln.                          ,Boston        ,MA        ,51003   ,USA          ,Franco    ,Valarie  
10229,26,100,3765.3,3/11/2004 0:00 ,Shipped   ,1,3,2004,Trucks and B,S18_2319,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10246,22,98.2,2160,5/5/2004 0:00  ,Shipped   ,2,5,2004,Trucks and B,S18_2319,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10259,34,99.4,3379.9,6/15/2004 0:00 ,Shipped   ,2,6,2004,Trucks and B,S18_2319,Handji Gifts& Co              ,+65 224 1555    ,Village Close - 106 Linden Road Sandown ,Singapore     ,,069045  ,Singapore    ,Victorino ,Wendy    
10271,50,100,5093.5,7/20/2004 0:00 ,Shipped   ,3,7,2004,Trucks and B,S18_2319,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10281,48,100,5773.4,8/19/2004 0:00 ,Shipped   ,3,8,2004,Trucks and B,S18_2319,Diecast Classics Inc.         ,2155551555      ,7586 Pompton St.                        ,Allentown     ,PA        ,70267   ,USA          ,Yu        ,Kyung    
10292,41,100,4528.9,9/8/2004 0:00  ,Shipped   ,3,9,2004,Trucks and B,S18_2319,Land of Toys Inc.             ,2125557818      ,897 Long Airport Avenue                 ,NYC           ,NY        ,10022   ,USA          ,Yu        ,Kwai     
10305,36,100,4816.1,10/13/2004 0:00,Shipped   ,4,10,2004,Trucks and B,S18_2319,Marta's Replicas Co.          ,6175558555      ,39323 Spinnaker Dr.                     ,Cambridge     ,MA        ,51247   ,USA          ,Hernandez ,Marta    
10313,29,100,3416.8,10/22/2004 0:00,Shipped   ,4,10,2004,Trucks and B,S18_2319,Canadian Gift Exchange Network,(604) 555-3392  ,1900 Oak St.                            ,Vancouver     ,BC        ,V3F 2K1 ,Canada       ,Tannamuri ,Yoshi    
10324,33,37.5,1236.8,11/5/2004 0:00 ,Shipped   ,4,11,2004,Trucks and B,S18_2319,Vitachrome Inc.               ,2125551500      ,2678 Kingston Rd.                       ,NYC           ,NY        ,10022   ,USA          ,Frick     ,Michael  
10334,46,100,5814.9,11/19/2004 0:00,On Hold   ,4,11,2004,Trucks and B,S18_2319,"Volvo Model Replicas, Co      ",0921-12 3555    ,Berguvsv„gen  8                         ,Lule†         ,,S-958 22,Sweden       ,Berglund  ,Christina
10349,38,100,5223.5,12/1/2004 0:00 ,Shipped   ,4,12,2004,Trucks and B,S18_2319,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10358,20,36.4,728.4,12/10/2004 0:00,Shipped   ,4,12,2004,Trucks and B,S18_2319,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10370,22,100,3949,1/20/2005 0:00 ,Shipped   ,1,1,2005,Trucks and B,S18_2319,"Anna's Decorations, Ltd       ",02 9936 8555    ,201 Miller Street                       ,North Sydney  ,NSW       ,2060    ,Australia    ,O'Hara    ,Anna     
10383,27,100,3844,2/22/2005 0:00 ,Shipped   ,1,2,2005,Trucks and B,S18_2319,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10412,56,98.2,5498.1,5/3/2005 0:00  ,Shipped   ,2,5,2005,Trucks and B,S18_2319,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10425,38,99.4,3777.6,5/31/2005 0:00 ,In Process,2,5,2005,Trucks and B,S18_2319,La Rochelle Gifts             ,40.67.8555      ,"67, rue des Cinquante Otages            ",Nantes        ,,44000   ,France       ,Labrune   ,Janine   
10101,25,100,3782,1/9/2003 0:00  ,Shipped   ,1,1,2003,Vintage Cars,S18_2325,"Blauer See Auto, Co.          ",+49 69 66 90 255,Lyonerstr. 34                           ,Frankfurt     ,,60528   ,Germany      ,Keitel    ,Roland   
10110,33,100,3859.7,3/18/2003 0:00 ,Shipped   ,1,3,2003,Vintage Cars,S18_2325,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10124,42,100,4431.8,5/21/2003 0:00 ,Shipped   ,2,5,2003,Vintage Cars,S18_2325,Signal Gift Stores            ,7025551838      ,8489 Strong St.                         ,Las Vegas     ,NV        ,83030   ,USA          ,King      ,Sue      
10149,33,100,4950.3,9/12/2003 0:00 ,Shipped   ,3,9,2003,Vintage Cars,S18_2325,Signal Collectibles Ltd.      ,4155554312      ,2793 Furth Circle                       ,Brisbane      ,CA        ,94217   ,USA          ,Taylor    ,Sue      
10162,38,100,4299.7,10/18/2003 0:00,Shipped   ,4,10,2003,Vintage Cars,S18_2325,Corporate Gift Ideas Co.      ,6505551386      ,7734 Strong St.                         ,San Francisco ,CA        ,,USA          ,Brown     ,Julie    
10173,31,100,4492.8,11/5/2003 0:00 ,Shipped   ,4,11,2003,Vintage Cars,S18_2325,Rovelli Gifts                 ,035-640555      ,Via Ludovico il Moro 22                 ,Bergamo       ,,24100   ,Italy        ,Rovelli   ,Giovanni 
10182,20,100,2212,11/12/2003 0:00,Shipped   ,4,11,2003,Vintage Cars,S18_2325,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10193,44,100,4642.9,11/21/2003 0:00,Shipped   ,4,11,2003,Vintage Cars,S18_2325,"Australian Collectables, Ltd  ",61-9-3844-6555  ,7 Allen Street                          ,Glen Waverly  ,Victoria  ,3150    ,Australia    ,Connery   ,Sean     
10204,26,100,3206.3,12/2/2003 0:00 ,Shipped   ,4,12,2003,Vintage Cars,S18_2325,Muscle Machine Inc            ,2125557413      ,4092 Furth Circle                       ,NYC           ,NY        ,10022   ,USA          ,Young     ,Jeff     
10214,27,100,3604.2,1/26/2004 0:00 ,Shipped   ,1,1,2004,Vintage Cars,S18_2325,"Corrida Auto Replicas, Ltd    ",(91) 555 22 82  ,"C/ Araquil, 67                          ",Madrid        ,,28023   ,Spain        ,Sommer    ,Mart¡n   
10227,46,100,7017.8,3/2/2004 0:00  ,Shipped   ,1,3,2004,Vintage Cars,S18_2325,"Saveley & Henriot, Co.        ",78.32.5555      ,"2, rue du Commerce                      ",Lyon          ,,69004   ,France       ,Saveley   ,Mary     
10243,47,100,6154.2,4/26/2004 0:00 ,Shipped   ,2,4,2004,Vintage Cars,S18_2325,Diecast Collectables          ,6175552555      ,6251 Ingle Ln.                          ,Boston        ,MA        ,51003   ,USA          ,Franco    ,Valarie  
10280,37,100,4750.8,8/17/2004 0:00 ,Shipped   ,3,8,2004,Vintage Cars,S18_2325,Amica Models & Co.            ,011-4988555     ,Via Monte Bianco 34                     ,Torino        ,,10100   ,Italy        ,Accorti   ,Paolo    
10288,31,100,3822.9,9/1/2004 0:00  ,Shipped   ,3,9,2004,Vintage Cars,S18_2325,Handji Gifts& Co              ,+65 224 1555    ,Village Close - 106 Linden Road Sandown ,Singapore     ,,069045  ,Singapore    ,Victorino ,Wendy    
10304,24,100,2440.8,10/11/2004 0:00,Shipped   ,4,10,2004,Vintage Cars,S18_2325,Auto Associ‚s & Cie.          ,30.59.8555      ,"67, avenue de l'Europe                  ",Versailles    ,,78000   ,France       ,Tonini    ,Daniel   
10312,31,100,4729.4,10/21/2004 0:00,Shipped   ,4,10,2004,Vintage Cars,S18_2325,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10322,50,100,12536.5,11/4/2004 0:00 ,Shipped   ,4,11,2004,Vintage Cars,S18_2325,Online Diecast Creations Co.  ,6035558647      ,2304 Long Airport Avenue                ,Nashua        ,NH        ,62005   ,USA          ,Young     ,Valarie  
10332,35,64.7,2264.2,11/17/2004 0:00,Shipped   ,4,11,2004,Vintage Cars,S18_2325,"AV Stores, Co.                ",(171) 555-1555  ,Fauntleroy Circus                       ,Manchester    ,,EC2 5NT ,UK           ,Ashworth  ,Victoria 
10344,30,100,3928.2,11/25/2004 0:00,Shipped   ,4,11,2004,Vintage Cars,S18_2325,Marseille Mini Autos          ,91.24.4555      ,"12, rue des Bouchers                    ",Marseille     ,,13008   ,France       ,Lebihan   ,Laurence 
10356,29,100,3630.2,12/9/2004 0:00 ,Shipped   ,4,12,2004,Vintage Cars,S18_2325,Lyon Souveniers               ,+33 1 46 62 7555,27 rue du Colonel Pierre Avia           ,Paris         ,,75508   ,France       ,Da Cunha  ,Daniel   
10367,27,100,4196.1,1/12/2005 0:00 ,Resolved  ,1,1,2005,Vintage Cars,S18_2325,Toys4GrownUps.com             ,6265557265      ,78934 Hillside Dr.                      ,Pasadena      ,CA        ,90003   ,USA          ,Young     ,Julie    
10380,40,100,4931.6,2/16/2005 0:00 ,Shipped   ,1,2,2005,Vintage Cars,S18_2325,Euro+ Shopping Channel        ,(91) 555 94 44  ,"C/ Moralzarzal, 86                      ",Madrid        ,,28034   ,Spain        ,Freyre    ,Diego    
10390,31,99,3068.7,3/4/2005 0:00  ,Shipped   ,1,3,2005,Vintage Cars,S18_2325,Mini Gifts Distributors Ltd.  ,4155551450      ,5677 Strong St.                         ,San Rafael    ,CA        ,97562   ,USA          ,Nelson    ,Valarie  
10409,6,100,785.6,4/23/2005 0:00 ,Shipped   ,2,4,2005,Vintage Cars,S18_2325,Handji Gifts& Co              ,+65 224 1555    ,Village Close - 106 Linden Road Sandown ,Singapore     ,,069045  ,Singapore    ,Victorino ,Wendy    
10420,45,100,4977,5/29/2005 0:00 ,In Process,2,5,2005,Vintage Cars,S18_2325,Souveniers And Things Co.     ,+61 2 9495 8555 ,"Monitor Money Building, 815 Pacific Hwy ",Chatswood     ,NSW       ,2067    ,Australia    ,Huxley    ,Adrian   
10103,22,54.1,1190,1/29/2003 0:00 ,Shipped   ,1,1,2003,Trucks and B,S18_2432,Baane Mini Imports            ,07-98 9555      ,Erling Skakkes gate 78                  ,Stavern       ,,4110    ,Norway       ,Bergulfsen,Jonas    
10114,45,68.7,3090.2,4/1/2003 0:00  ,Shipped   ,2,4,2003,Trucks and B,S18_2432,"La Corne D'abondance, Co.     ",(1) 42.34.2555  ,"265, boulevard Charonne                 ",Paris         ,,75012   ,France       ,Bertrand  ,Marie    
10126,43,65,2795.9,5/28/2003 0:00 ,Shipped   ,2,5,2003,Trucks and B,S18_2432,"Corrida Auto Replicas, Ltd    ",(91) 555 22 82  ,"C/ Araquil, 67                          ",Madrid        ,,28023   ,Spain        ,Sommer    ,Mart¡n   
10140,46,62,2851.5,7/24/2003 0:00 ,Shipped   ,3,7,2003,Trucks and B,S18_2432,Technics Stores Inc.          ,6505556809      ,9408 Furth Circle                       ,Burlingame    ,CA        ,94217   ,USA          ,Hirano    ,Juri     
10151,39,69.3,2701.9,9/21/2003 0:00 ,Shipped   ,3,9,2003,Trucks and B,S18_2432,"Oulu Toy Supplies, Inc.       ",981-443655      ,Torikatu 38                             ,Oulu          ,,90110   ,Finland      ,Koskitalo ,Pirkko   
